"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","48","SQ-XXX: should get current user with valid token","smoke","Tue May 12 03:17:44 UTC 2026","passed","Tue May 12 03:17:44 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","2828","SQ-90: TC1: Should create client with valid data","smoke","Tue May 12 03:17:38 UTC 2026","failed","Tue May 12 03:17:41 UTC 2026","Create Client","e2e/clients/createClient.test.ts","",""
"","42","SQ-XXX: should fail without token","smoke","Tue May 12 03:17:44 UTC 2026","passed","Tue May 12 03:17:44 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","354","SQ-XXX: should access user info via API with session token","smoke","Tue May 12 03:17:44 UTC 2026","passed","Tue May 12 03:17:44 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","9336","UI Setup: authenticate via UI","ui-setup","Tue May 12 03:17:27 UTC 2026","passed","Tue May 12 03:17:37 UTC 2026","","setup/ui-auth.setup.ts","",""
"","1248","SQ-XXX: should load dashboard with authenticated session","smoke","Tue May 12 03:17:42 UTC 2026","passed","Tue May 12 03:17:44 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","184","SQ-XXX: should be able to re-authenticate","smoke","Tue May 12 03:17:44 UTC 2026","passed","Tue May 12 03:17:44 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","606","API Setup: authenticate via API","api-setup","Tue May 12 03:17:25 UTC 2026","passed","Tue May 12 03:17:26 UTC 2026","","setup/api-auth.setup.ts","",""
"","5","Global Setup: prepare environment","global-setup","Tue May 12 03:17:24 UTC 2026","passed","Tue May 12 03:17:24 UTC 2026","","setup/global.setup.ts","",""
"","4","Global Teardown: generate reports and sync TMS","global-teardown","Tue May 12 03:17:45 UTC 2026","passed","Tue May 12 03:17:45 UTC 2026","","teardown/global.teardown.ts","",""
