"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","777","API Setup: authenticate via API","api-setup","Mon May 25 00:20:01 UTC 2026","passed","Mon May 25 00:20:01 UTC 2026","","setup/api-auth.setup.ts","",""
"","3","Global Setup: prepare environment","global-setup","Mon May 25 00:20:45 UTC 2026","passed","Mon May 25 00:20:45 UTC 2026","","setup/global.setup.ts","",""
"","344","SQ-XXX: should access user info via API with session token","e2e","Mon May 25 00:20:58 UTC 2026","passed","Mon May 25 00:20:59 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","1581","SQ-XXX: should load dashboard with authenticated session","e2e","Mon May 25 00:20:57 UTC 2026","passed","Mon May 25 00:20:58 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","534","SQ-XXX: should be able to re-authenticate","integration","Mon May 25 00:20:03 UTC 2026","passed","Mon May 25 00:20:04 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","308","SQ-XXX: should get current user with valid token","integration","Mon May 25 00:20:02 UTC 2026","passed","Mon May 25 00:20:03 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","3","Global Teardown: generate reports and sync TMS","global-teardown","Mon May 25 00:21:00 UTC 2026","passed","Mon May 25 00:21:00 UTC 2026","","teardown/global.teardown.ts","",""
"","3312","SQ-90: TC1: Should create client with valid data","e2e","Mon May 25 00:20:52 UTC 2026","failed","Mon May 25 00:20:55 UTC 2026","Create Client","e2e/clients/createClient.test.ts","",""
"","3146","UI Setup: authenticate via UI","ui-setup","Mon May 25 00:20:47 UTC 2026","passed","Mon May 25 00:20:50 UTC 2026","","setup/ui-auth.setup.ts","",""
"","217","SQ-XXX: should fail without token","integration","Mon May 25 00:20:03 UTC 2026","passed","Mon May 25 00:20:03 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
