"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","220","SQ-XXX: should fail without token","integration","Sun Apr 05 00:06:25 UTC 2026","passed","Sun Apr 05 00:06:25 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","327","SQ-XXX: should get current user with valid token","integration","Sun Apr 05 00:06:25 UTC 2026","passed","Sun Apr 05 00:06:25 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","673","API Setup: authenticate via API","api-setup","Sun Apr 05 00:06:23 UTC 2026","passed","Sun Apr 05 00:06:23 UTC 2026","","setup/api-auth.setup.ts","",""
"","1343","SQ-XXX: should load dashboard with authenticated session","e2e","Sun Apr 05 00:07:33 UTC 2026","passed","Sun Apr 05 00:07:34 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","284","SQ-XXX: should be able to re-authenticate","integration","Sun Apr 05 00:06:25 UTC 2026","passed","Sun Apr 05 00:06:26 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","3527","UI Setup: authenticate via UI","ui-setup","Sun Apr 05 00:07:22 UTC 2026","passed","Sun Apr 05 00:07:25 UTC 2026","","setup/ui-auth.setup.ts","",""
"","414","SQ-XXX: should access user info via API with session token","e2e","Sun Apr 05 00:07:34 UTC 2026","passed","Sun Apr 05 00:07:35 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","3897","SQ-90: TC1: Should create client with valid data","e2e","Sun Apr 05 00:07:28 UTC 2026","failed","Sun Apr 05 00:07:32 UTC 2026","Create Client","e2e/clients/createClient.test.ts","",""
"","6","Global Setup: prepare environment","global-setup","Sun Apr 05 00:07:21 UTC 2026","passed","Sun Apr 05 00:07:21 UTC 2026","","setup/global.setup.ts","",""
"","5","Global Teardown: generate reports and sync TMS","global-teardown","Sun Apr 05 00:07:36 UTC 2026","passed","Sun Apr 05 00:07:36 UTC 2026","","teardown/global.teardown.ts","",""
