"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","272","SQ-XXX: should be able to re-authenticate","smoke","Thu May 14 03:16:54 UTC 2026","passed","Thu May 14 03:16:54 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","3034","UI Setup: authenticate via UI","ui-setup","Thu May 14 03:16:42 UTC 2026","passed","Thu May 14 03:16:45 UTC 2026","","setup/ui-auth.setup.ts","",""
"","1470","SQ-XXX: should load dashboard with authenticated session","smoke","Thu May 14 03:16:51 UTC 2026","passed","Thu May 14 03:16:53 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","5","Global Setup: prepare environment","global-setup","Thu May 14 03:16:39 UTC 2026","passed","Thu May 14 03:16:39 UTC 2026","","setup/global.setup.ts","",""
"","4","Global Teardown: generate reports and sync TMS","global-teardown","Thu May 14 03:16:55 UTC 2026","passed","Thu May 14 03:16:55 UTC 2026","","teardown/global.teardown.ts","",""
"","3087","SQ-90: TC1: Should create client with valid data","smoke","Thu May 14 03:16:47 UTC 2026","failed","Thu May 14 03:16:50 UTC 2026","Create Client","e2e/clients/createClient.test.ts","",""
"","98","SQ-XXX: should get current user with valid token","smoke","Thu May 14 03:16:53 UTC 2026","passed","Thu May 14 03:16:53 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","512","SQ-XXX: should access user info via API with session token","smoke","Thu May 14 03:16:53 UTC 2026","passed","Thu May 14 03:16:53 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","811","API Setup: authenticate via API","api-setup","Thu May 14 03:16:40 UTC 2026","passed","Thu May 14 03:16:41 UTC 2026","","setup/api-auth.setup.ts","",""
"","200","SQ-XXX: should fail without token","smoke","Thu May 14 03:16:53 UTC 2026","passed","Thu May 14 03:16:54 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
