"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1464","SQ-XXX: should load dashboard with authenticated session","smoke","Wed Apr 29 03:16:42 UTC 2026","passed","Wed Apr 29 03:16:43 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","5","Global Teardown: generate reports and sync TMS","global-teardown","Wed Apr 29 03:16:45 UTC 2026","passed","Wed Apr 29 03:16:45 UTC 2026","","teardown/global.teardown.ts","",""
"","687","API Setup: authenticate via API","api-setup","Wed Apr 29 03:16:31 UTC 2026","passed","Wed Apr 29 03:16:32 UTC 2026","","setup/api-auth.setup.ts","",""
"","1892","UI Setup: authenticate via UI","ui-setup","Wed Apr 29 03:16:33 UTC 2026","passed","Wed Apr 29 03:16:35 UTC 2026","","setup/ui-auth.setup.ts","",""
"","84","SQ-XXX: should fail without token","smoke","Wed Apr 29 03:16:44 UTC 2026","passed","Wed Apr 29 03:16:44 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","2821","SQ-90: TC1: Should create client with valid data","smoke","Wed Apr 29 03:16:37 UTC 2026","failed","Wed Apr 29 03:16:40 UTC 2026","Create Client","e2e/clients/createClient.test.ts","",""
"","96","SQ-XXX: should get current user with valid token","smoke","Wed Apr 29 03:16:44 UTC 2026","passed","Wed Apr 29 03:16:44 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","5","Global Setup: prepare environment","global-setup","Wed Apr 29 03:16:30 UTC 2026","passed","Wed Apr 29 03:16:30 UTC 2026","","setup/global.setup.ts","",""
"","409","SQ-XXX: should be able to re-authenticate","smoke","Wed Apr 29 03:16:44 UTC 2026","passed","Wed Apr 29 03:16:44 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","356","SQ-XXX: should access user info via API with session token","smoke","Wed Apr 29 03:16:43 UTC 2026","passed","Wed Apr 29 03:16:44 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
