"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","90","SQ-XXX: should get current user with valid token","smoke","Tue May 05 03:16:07 UTC 2026","passed","Tue May 05 03:16:07 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","81","SQ-XXX: should fail without token","smoke","Tue May 05 03:16:07 UTC 2026","passed","Tue May 05 03:16:07 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","5","Global Setup: prepare environment","global-setup","Tue May 05 03:15:52 UTC 2026","passed","Tue May 05 03:15:52 UTC 2026","","setup/global.setup.ts","",""
"","1683","SQ-XXX: should load dashboard with authenticated session","smoke","Tue May 05 03:16:05 UTC 2026","passed","Tue May 05 03:16:06 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","5","Global Teardown: generate reports and sync TMS","global-teardown","Tue May 05 03:16:09 UTC 2026","passed","Tue May 05 03:16:09 UTC 2026","","teardown/global.teardown.ts","",""
"","496","SQ-XXX: should access user info via API with session token","smoke","Tue May 05 03:16:06 UTC 2026","passed","Tue May 05 03:16:07 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","404","SQ-XXX: should be able to re-authenticate","smoke","Tue May 05 03:16:07 UTC 2026","passed","Tue May 05 03:16:08 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","743","API Setup: authenticate via API","api-setup","Tue May 05 03:15:53 UTC 2026","passed","Tue May 05 03:15:54 UTC 2026","","setup/api-auth.setup.ts","",""
"","3544","SQ-90: TC1: Should create client with valid data","smoke","Tue May 05 03:15:59 UTC 2026","failed","Tue May 05 03:16:03 UTC 2026","Create Client","e2e/clients/createClient.test.ts","",""
"","2840","UI Setup: authenticate via UI","ui-setup","Tue May 05 03:15:55 UTC 2026","passed","Tue May 05 03:15:58 UTC 2026","","setup/ui-auth.setup.ts","",""
