"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","224","SQ-XXX: should access user info via API with session token","e2e","2026-09-07","passed","2026-09-07","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","2322","UI Setup: authenticate via UI","ui-setup","2026-09-07","passed","2026-09-07","","setup/ui-auth.setup.ts","",""
"","273","SQ-XXX: should be able to re-authenticate","integration","2026-09-07","passed","2026-09-07","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","86","SQ-XXX: should fail without token","integration","2026-09-07","passed","2026-09-07","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","3","Global Setup: prepare environment","global-setup","2026-09-07","passed","2026-09-07","","setup/global.setup.ts","",""
"","536","API Setup: authenticate via API","api-setup","2026-09-07","passed","2026-09-07","","setup/api-auth.setup.ts","",""
"","2787","SQ-90: TC1: Should create client with valid data","e2e","2026-09-07","failed","2026-09-07","Create Client","e2e/clients/createClient.test.ts","",""
"","2","Global Teardown: generate reports and sync TMS","global-teardown","2026-09-07","passed","2026-09-07","","teardown/global.teardown.ts","",""
"","1367","SQ-XXX: should load dashboard with authenticated session","e2e","2026-09-07","passed","2026-09-07","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","180","SQ-XXX: should get current user with valid token","integration","2026-09-07","passed","2026-09-07","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
