"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","Global Setup: prepare environment","global-setup","2026-08-24","passed","2026-08-24","","setup/global.setup.ts","",""
"","3266","UI Setup: authenticate via UI","ui-setup","2026-08-24","passed","2026-08-24","","setup/ui-auth.setup.ts","",""
"","1102","SQ-XXX: should load dashboard with authenticated session","e2e","2026-08-24","passed","2026-08-24","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","248","SQ-XXX: should be able to re-authenticate","integration","2026-08-24","passed","2026-08-24","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","3","Global Teardown: generate reports and sync TMS","global-teardown","2026-08-24","passed","2026-08-24","","teardown/global.teardown.ts","",""
"","169","SQ-XXX: should fail without token","integration","2026-08-24","passed","2026-08-24","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","357","SQ-XXX: should access user info via API with session token","e2e","2026-08-24","passed","2026-08-24","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","691","API Setup: authenticate via API","api-setup","2026-08-24","passed","2026-08-24","","setup/api-auth.setup.ts","",""
"","311","SQ-XXX: should get current user with valid token","integration","2026-08-24","passed","2026-08-24","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","2879","SQ-90: TC1: Should create client with valid data","e2e","2026-08-24","failed","2026-08-24","Create Client","e2e/clients/createClient.test.ts","",""
