"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","551","SQ-XXX: should access user info via API with session token","e2e","Fri May 15 00:19:11 UTC 2026","passed","Fri May 15 00:19:11 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","1411","SQ-XXX: should load dashboard with authenticated session","e2e","Fri May 15 00:19:09 UTC 2026","passed","Fri May 15 00:19:11 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","4","Global Teardown: generate reports and sync TMS","global-teardown","Fri May 15 00:19:12 UTC 2026","passed","Fri May 15 00:19:12 UTC 2026","","teardown/global.teardown.ts","",""
"","270","SQ-XXX: should be able to re-authenticate","integration","Fri May 15 00:18:09 UTC 2026","passed","Fri May 15 00:18:09 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","3037","SQ-90: TC1: Should create client with valid data","e2e","Fri May 15 00:19:05 UTC 2026","failed","Fri May 15 00:19:08 UTC 2026","Create Client","e2e/clients/createClient.test.ts","",""
"","94","SQ-XXX: should fail without token","integration","Fri May 15 00:18:09 UTC 2026","passed","Fri May 15 00:18:09 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","2925","UI Setup: authenticate via UI","ui-setup","Fri May 15 00:19:00 UTC 2026","passed","Fri May 15 00:19:03 UTC 2026","","setup/ui-auth.setup.ts","",""
"","251","SQ-XXX: should get current user with valid token","integration","Fri May 15 00:18:08 UTC 2026","passed","Fri May 15 00:18:09 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","4","Global Setup: prepare environment","global-setup","Fri May 15 00:18:59 UTC 2026","passed","Fri May 15 00:18:59 UTC 2026","","setup/global.setup.ts","",""
"","685","API Setup: authenticate via API","api-setup","Fri May 15 00:18:07 UTC 2026","passed","Fri May 15 00:18:07 UTC 2026","","setup/api-auth.setup.ts","",""
