"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2448","UI Setup: authenticate via UI","ui-setup","Wed May 27 03:20:02 UTC 2026","passed","Wed May 27 03:20:04 UTC 2026","","setup/ui-auth.setup.ts","",""
"","178","SQ-XXX: should be able to re-authenticate","smoke","Wed May 27 03:20:14 UTC 2026","passed","Wed May 27 03:20:14 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","325","SQ-XXX: should access user info via API with session token","smoke","Wed May 27 03:20:13 UTC 2026","passed","Wed May 27 03:20:13 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","1608","SQ-XXX: should load dashboard with authenticated session","smoke","Wed May 27 03:20:11 UTC 2026","passed","Wed May 27 03:20:13 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","78","SQ-XXX: should fail without token","smoke","Wed May 27 03:20:14 UTC 2026","passed","Wed May 27 03:20:14 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","76","SQ-XXX: should get current user with valid token","smoke","Wed May 27 03:20:13 UTC 2026","passed","Wed May 27 03:20:14 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","653","API Setup: authenticate via API","api-setup","Wed May 27 03:20:00 UTC 2026","passed","Wed May 27 03:20:01 UTC 2026","","setup/api-auth.setup.ts","",""
"","4","Global Setup: prepare environment","global-setup","Wed May 27 03:19:59 UTC 2026","passed","Wed May 27 03:19:59 UTC 2026","","setup/global.setup.ts","",""
"","3","Global Teardown: generate reports and sync TMS","global-teardown","Wed May 27 03:20:15 UTC 2026","passed","Wed May 27 03:20:15 UTC 2026","","teardown/global.teardown.ts","",""
"","2322","SQ-90: TC1: Should create client with valid data","smoke","Wed May 27 03:20:08 UTC 2026","failed","Wed May 27 03:20:10 UTC 2026","Create Client","e2e/clients/createClient.test.ts","",""
