"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","Global Teardown: generate reports and sync TMS","global-teardown","Tue Mar 31 03:13:39 UTC 2026","passed","Tue Mar 31 03:13:39 UTC 2026","","teardown/global.teardown.ts","",""
"","407","API Setup: authenticate via API","api-setup","Tue Mar 31 03:13:26 UTC 2026","passed","Tue Mar 31 03:13:27 UTC 2026","","setup/api-auth.setup.ts","",""
"","3733","SQ-90: TC1: Should create client with valid data","smoke","Tue Mar 31 03:13:32 UTC 2026","passed","Tue Mar 31 03:13:35 UTC 2026","Create Client","e2e/clients/createClient.test.ts","",""
"","5","Global Setup: prepare environment","global-setup","Tue Mar 31 03:13:25 UTC 2026","passed","Tue Mar 31 03:13:25 UTC 2026","","setup/global.setup.ts","",""
"","61","SQ-XXX: should get current user with valid token","smoke","Tue Mar 31 03:13:37 UTC 2026","passed","Tue Mar 31 03:13:37 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","312","SQ-XXX: should access user info via API with session token","smoke","Tue Mar 31 03:13:37 UTC 2026","passed","Tue Mar 31 03:13:37 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","1433","SQ-XXX: should load dashboard with authenticated session","smoke","Tue Mar 31 03:13:35 UTC 2026","passed","Tue Mar 31 03:13:37 UTC 2026","SQ-XXX: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","2431","UI Setup: authenticate via UI","ui-setup","Tue Mar 31 03:13:28 UTC 2026","passed","Tue Mar 31 03:13:30 UTC 2026","","setup/ui-auth.setup.ts","",""
"","75","SQ-XXX: should fail without token","smoke","Tue Mar 31 03:13:37 UTC 2026","passed","Tue Mar 31 03:13:37 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
"","198","SQ-XXX: should be able to re-authenticate","smoke","Tue Mar 31 03:13:37 UTC 2026","passed","Tue Mar 31 03:13:38 UTC 2026","SQ-XXX: User Session API","integration/auth/user-session.test.ts","",""
